152.98	0.1545961	0.1545961
154.98	0.153526971	0.154910097
156.98	0.154371585	0.154371585
158.98	0.153225806	0.155913978
160.98	0.152317881	0.153642384
162.98	0.153745072	0.153745072
164.98	0.155844156	0.155844156
166.98	0.158505155	0.157216495
168.98	0.161331626	0.157490397
170.98	0.16080402	0.157035176
172.98	0.160248447	0.156521739
174.98	0.159118727	0.156670747
176.98	0.158787879	0.155151515
178.98	0.157262905	0.153661465
180.98	0.156769596	0.152019002
182.98	0.156103286	0.15258216
184.98	0.153579677	0.153579677
186.98	0.153142857	0.154285714
188.98	0.152542373	0.15480226
190.98	0.150501672	0.153846154
192.98	0.150881057	0.155286344
194.98	0.151481888	0.155872667
196.98	0.152173913	0.156521739
198.98	0.151287554	0.156652361
200.98	0.153764581	0.158006363
202.98	0.154171067	0.158394931
204.98	0.154249738	0.159496327
206.98	0.153125	0.159375
208.98	0.152734778	0.15995872
210.98	0.156441718	0.158486708
212.98	0.155172414	0.159229209
214.98	0.154233871	0.161290323
216.98	0.154154154	0.162162162
218.98	0.152859961	0.160749507
220.98	0.154598826	0.159491194
222.98	0.156767283	0.158714703
224.98	0.156673114	0.157640232
226.98	0.158501441	0.157540826
228.98	0.157142857	0.157142857
230.98	0.156603774	0.156603774
232.98	0.155783582	0.15858209
234.98	0.154343808	0.158040665
236.98	0.155251142	0.157077626
238.98	0.155595996	0.157415833
240.98	0.156278229	0.157181572
242.98	0.157989228	0.157091562
244.98	0.157613535	0.158504007
246.98	0.15840708	0.157522124
248.98	0.157570423	0.156690141
250.98	0.156794425	0.155923345
252.98	0.155709343	0.155709343
254.98	0.154241645	0.155098543
256.98	0.154042553	0.156595745
258.98	0.154953429	0.157493649
260.98	0.155462185	0.157142857
262.98	0.156223893	0.157059315
264.98	0.155315615	0.156976744
266.98	0.155371901	0.157024793
268.98	0.154987634	0.156636439
270.98	0.155172414	0.155993432
272.98	0.15497553	0.15497553
274.98	0.155970755	0.155158408
276.98	0.156148867	0.154530744
278.98	0.154895666	0.15329053
280.98	0.154952077	0.154153355
282.98	0.15451664	0.156101426
284.98	0.154452325	0.156028369
286.98	0.154388715	0.155172414
288.98	0.154147105	0.154929577
290.98	0.153965785	0.15474339
292.98	0.153786708	0.153786708
294.98	0.152724482	0.153491942
296.98	0.152207002	0.152968037
298.98	0.154662623	0.152388173
300.98	0.154483798	0.15222306
302.98	0.153673163	0.152923538
304.98	0.154362416	0.153616704
306.98	0.154188288	0.152705708
308.98	0.154129794	0.151917404
310.98	0.15429831	0.151359295
312.98	0.153902261	0.151714077
314.98	0.154684096	0.15177923
316.98	0.153347732	0.151907847
318.98	0.154343144	0.151471644
320.98	0.152916074	0.150782361
322.98	0.153791637	0.150248051
324.98	0.153468816	0.149964961
326.98	0.153524075	0.150732729
328.98	0.152777778	0.151388889
330.98	0.154218534	0.152143845
332.98	0.155065472	0.152308753
334.98	0.154215216	0.152844414
336.98	0.155054645	0.153005464
338.98	0.154211957	0.152853261
340.98	0.154520918	0.152496626
342.98	0.154258887	0.151576123
344.98	0.153743316	0.151069519
346.98	0.15379494	0.151797603
348.98	0.152980132	0.152317881
350.98	0.15237467	0.153034301
352.98	0.153289474	0.152631579
354.98	0.15284128	0.15284128
356.98	0.153896104	0.151948052
358.98	0.153945666	0.152005175
360.98	0.153994845	0.151417526
362.98	0.153944836	0.150737652
364.98	0.155711551	0.149968092
366.98	0.156626506	0.149017121
368.98	0.156603774	0.147798742
370.98	0.157071339	0.147684606
372.98	0.157401624	0.148657089
374.98	0.157862026	0.14916097
376.98	0.157992565	0.149938042
378.98	0.158024691	0.15
380.98	0.158671587	0.149446494
382.98	0.158185162	0.149601471
384.98	0.158216249	0.14966402
386.98	0.157638466	0.149726111
388.98	0.157384988	0.148910412
390.98	0.157418577	0.148371532
392.98	0.157262905	0.150660264
394.98	0.157014925	0.150447761
396.98	0.158427635	0.150684932
398.98	0.158175355	0.150473934
400.98	0.158205431	0.150531287
402.98	0.157832744	0.150176678
404.98	0.157956547	0.151497358
406.98	0.157494145	0.151639344
408.98	0.157618214	0.151780502
410.98	0.157159488	0.151338766
412.98	0.157101449	0.150724638
414.98	0.156647399	0.150867052
416.98	0.156772334	0.151008646
418.98	0.156626506	0.150315548
420.98	0.157354618	0.149372862
422.98	0.157775255	0.150397276
424.98	0.157984145	0.150056625
426.98	0.1578354	0.14994363
