2.98	0	0.25
4.98	0.15	0.2
6.98	0.24137931	0.172413793
8.98	0.238095238	0.142857143
10.98	0.218181818	0.127272727
12.98	0.206349206	0.158730159
14.98	0.180555556	0.166666667
16.98	0.185185185	0.172839506
18.98	0.175824176	0.164835165
20.98	0.188118812	0.158415842
22.98	0.2	0.145454545
24.98	0.196581197	0.136752137
26.98	0.193548387	0.129032258
28.98	0.187969925	0.135338346
30.98	0.183673469	0.142857143
32.98	0.178343949	0.140127389
34.98	0.176829268	0.134146341
36.98	0.173410405	0.12716763
38.98	0.169398907	0.131147541
40.98	0.163157895	0.131578947
42.98	0.155339806	0.140776699
44.98	0.162037037	0.138888889
46.98	0.157657658	0.144144144
48.98	0.157894737	0.149122807
50.98	0.152263374	0.144032922
52.98	0.149019608	0.141176471
54.98	0.146616541	0.139097744
56.98	0.148550725	0.148550725
58.98	0.154385965	0.143859649
60.98	0.15	0.14
62.98	0.146103896	0.13961039
64.98	0.149206349	0.13968254
66.98	0.148606811	0.145510836
68.98	0.146341463	0.146341463
70.98	0.142433234	0.148367953
72.98	0.140804598	0.143678161
74.98	0.146478873	0.14084507
76.98	0.157458564	0.143646409
78.98	0.158602151	0.142473118
80.98	0.15926893	0.138381201
82.98	0.157360406	0.14213198
84.98	0.153846154	0.141439206
86.98	0.15776699	0.138349515
88.98	0.153664303	0.137115839
90.98	0.149321267	0.135746606
92.98	0.151111111	0.14
94.98	0.151648352	0.145054945
96.98	0.153347732	0.144708423
98.98	0.154008439	0.141350211
100.98	0.154639175	0.140206186
102.98	0.153846154	0.139676113
104.98	0.151394422	0.147410359
106.98	0.151873767	0.149901381
108.98	0.149514563	0.149514563
110.98	0.149425287	0.149425287
112.98	0.151228733	0.147448015
114.98	0.148148148	0.146296296
116.98	0.146473779	0.146473779
118.98	0.150537634	0.14516129
120.98	0.147110333	0.141856392
122.98	0.152249135	0.140138408
124.98	0.149659864	0.141156463
126.98	0.154103853	0.149078727
128.98	0.15282392	0.149501661
130.98	0.154351396	0.149425287
132.98	0.156199678	0.152979066
134.98	0.158730159	0.153968254
136.98	0.156832298	0.152173913
138.98	0.155725191	0.152671756
140.98	0.153153153	0.151651652
142.98	0.15327381	0.15327381
144.98	0.153958944	0.152492669
146.98	0.155523256	0.152616279
148.98	0.156609195	0.156609195
150.98	0.157001414	0.155586987
